unit_id,station_code,station_name,station_desc,esc_desc,unit_type
"C03W01ELEVATOR","C03","FARRAGUT WEST","18th Street Entrance","Elevator between street and mezzanine","ELEVATOR"
"C03W02ELEVATOR","C03","FARRAGUT WEST","18th Street Entrance","Elevator between mezzanine and platform to Vienna/Franconia-Springfield","ELEVATOR"
"C03W03ELEVATOR","C03","FARRAGUT WEST","18th Street Entrance","Elevator between mezzanine and platform to New Carrollton/Largo Town Center","ELEVATOR"
"D04X01ELEVATOR","D04","FEDERAL CENTER SW","","Elevator between street and mezzanine","ELEVATOR"
"D04X02ELEVATOR","D04","FEDERAL CENTER SW","","Elevator between mezzanine and platform","ELEVATOR"
"D01X01ELEVATOR","D01","FEDERAL TRIANGLE","","Elevator between street and mezzanine","ELEVATOR"
"D01X02ELEVATOR","D01","FEDERAL TRIANGLE","","Elevator between mezzanine and platform","ELEVATOR"
"D01X03ELEVATOR","D01","FEDERAL TRIANGLE","","Elevator between mezzanine and platform","ELEVATOR"
"C04X01ELEVATOR","C04","FOGGY BOTTOM-GWU","","Elevator between street and mezzanine","ELEVATOR"
"C04X02ELEVATOR","C04","FOGGY BOTTOM-GWU","","Elevator between mezzanine and platform","ELEVATOR"
"B09X01ELEVATOR","B09","FOREST GLEN","","Elevator between mezzanine and platform","ELEVATOR"
"B09X02ELEVATOR","B09","FOREST GLEN","","Elevator between mezzanine and platform","ELEVATOR"
"B09X03ELEVATOR","B09","FOREST GLEN","","Elevator between mezzanine and platform","ELEVATOR"
"B09X04ELEVATOR","B09","FOREST GLEN","","Elevator between mezzanine and platform","ELEVATOR"
"B09X05ELEVATOR","B09","FOREST GLEN","","Elevator between mezzanine and platform","ELEVATOR"
"B06X01ELEVATOR","B06","FORT TOTTEN","","Elevator between mezzanine, upper platform to Red Line, and lower platform for Green Line","ELEVATOR"
"J03X01ELEVATOR","J03","FRANCONIA-SPRINGFIELD","","Elevator between ground and pedestrian bridge","ELEVATOR"
"J03X02ELEVATOR","J03","FRANCONIA-SPRINGFIELD","","Elevator between mezzanine and platform","ELEVATOR"
"J03X05ELEVATOR","J03","FRANCONIA-SPRINGFIELD","","Garage elevator","ELEVATOR"
"J03X06ELEVATOR","J03","FRANCONIA-SPRINGFIELD","","Garage elevator","ELEVATOR"
"A08S01ELEVATOR","A08","FRIENDSHIP HEIGHTS","Jenifer Street Entrance","Elevator between street and mezzanine","ELEVATOR"
"A08S02ELEVATOR","A08","FRIENDSHIP HEIGHTS","Jenifer Street Entrance","Elevator between street and mezzanine","ELEVATOR"
"A08S05ELEVATOR","A08","FRIENDSHIP HEIGHTS","Jenifer Street Entrance","Elevator between mezzanine and platform","ELEVATOR"
"A08N01ELEVATOR","A08","FRIENDSHIP HEIGHTS","Western Avenue Entrance","Elevator between street and mezzanine","ELEVATOR"
"A08N02ELEVATOR","A08","FRIENDSHIP HEIGHTS","Western Avenue Entrance","Elevator between mezzanine and platform","ELEVATOR"
"B01E03ELEVATOR","B01","GALLERY PLACE-CHINATOWN","7th and G Street/Arena Entrance","Elevator between platform for Green/Yellow lines and platform to Glenmont","ELEVATOR"
"E05X01ELEVATOR","E05","GEORGIA AVENUE-PETWORTH","","Elevator between street and mezzanine, west side at New Hampshire & Georgia Ave.","ELEVATOR"
"E05X02ELEVATOR","E05","GEORGIA AVENUE-PETWORTH","","Elevator between mezzanine and platform","ELEVATOR"
"B11X01ELEVATOR","B11","GLENMONT","","Elevator between street and mezzanine, east side of station at bus bay/Kiss & Ride","ELEVATOR"
"B11X02ELEVATOR","B11","GLENMONT","","Elevator between street and mezzanine, west side of station at Kiss & Ride","ELEVATOR"
"B11X03ELEVATOR","B11","GLENMONT","","Elevator between mezzanine and platform","ELEVATOR"
"B11X04ELEVATOR","B11","GLENMONT","","Garage elevator","ELEVATOR"
"B11X05ELEVATOR","B11","GLENMONT","","Garage elevator","ELEVATOR"
"B11X08ELEVATOR","B11","GLENMONT","","Garage elevator","ELEVATOR"
"E10X01ELEVATOR","E10","GREENBELT","","Elevator between mezzanine and platform","ELEVATOR"
"A11X01ELEVATOR","A11","GROSVENOR-STRATHMORE","","Elevator between mezzanine and platform","ELEVATOR"
"A11X02ELEVATOR","A11","GROSVENOR-STRATHMORE","","Garage elevator","ELEVATOR"
"A11X04ELEVATOR","A11","GROSVENOR-STRATHMORE","","Garage elevator","ELEVATOR"
"A11X05ELEVATOR","A11","GROSVENOR-STRATHMORE","","Garage elevator","ELEVATOR"
"C15N01ELEVATOR","C15","HUNTINGTON","Huntington Ave. Entrance","Elevator between mezzanine and platform","ELEVATOR"
"C15S01ELEVATOR","C15","HUNTINGTON","North Kings Hwy Entrance","Elevator between garage and mezzanine","ELEVATOR"
"C15S03ELEVATOR","C15","HUNTINGTON","North Kings Hwy Garage","Garage #2 elevator","ELEVATOR"
"C15S04ELEVATOR","C15","HUNTINGTON","North Kings Hwy Garage","Garage #2 elevator","ELEVATOR"
"B02N02ELEVATOR","B02","JUDICIARY SQUARE","Building Museum Entrance","Elevator between street and platform to Glenmont","ELEVATOR"
"C13N01ELEVATOR","C13","KING STREET","","Elevator between mezzanine and platform","ELEVATOR"
"C13N02ELEVATOR","C13","KING STREET","","Elevator between mezzanine and platform","ELEVATOR"
"C13S01ELEVATOR","C13","KING STREET","","Elevator between mezzanine and platform","ELEVATOR"
"F03N02ELEVATOR","F03","L'ENFANT PLAZA","7th St/Maryland Ave./Smithsonian Museums Entrance/VRE trains","Elevator between mezzanine and platform to Branch Ave/Huntington","ELEVATOR"
"F03N03ELEVATOR","F03","L'ENFANT PLAZA","7th St/Maryland Ave./Smithsonian Museums Entrance/VRE trains","Elevator between mezzanine and platform to Greenbelt/Mt. Vernon Sq","ELEVATOR"
"D12X01ELEVATOR","D12","LANDOVER","","Elevator between mezzanine and platform","ELEVATOR"
"G05X01ELEVATOR","G05","LARGO TOWN CENTER","","Elevator between street and mezzanine","ELEVATOR"
"G05X02ELEVATOR","G05","LARGO TOWN CENTER","","Elevator between mezzanine and platform","ELEVATOR"
"G05X03ELEVATOR","G05","LARGO TOWN CENTER","","Elevator between mezzanine and platform","ELEVATOR"
"G05X04ELEVATOR","G05","LARGO TOWN CENTER","","Elevator between north garage and mezzanine","ELEVATOR"
"G05X06ELEVATOR","G05","LARGO TOWN CENTER","","Elevator between south garage and mezzanine","ELEVATOR"
"G05X07ELEVATOR","G05","LARGO TOWN CENTER","","Elevator between south garage and mezzanine","ELEVATOR"
"C02E01ELEVATOR","C02","MCPHERSON SQUARE","Franklin Square/14th St. Entrance","Elevator between street and mezzanine","ELEVATOR"
"C02E02ELEVATOR","C02","MCPHERSON SQUARE","Franklin Square/14th St. Entrance","Elevator between mezzanine and platform to New Carrollton/Largo Town Center","ELEVATOR"
"C02E03ELEVATOR","C02","MCPHERSON SQUARE","Franklin Square/14th St. Entrance","Elevator between mezzanine and platform to Vienna /Franconia","ELEVATOR"
"A10X01ELEVATOR","A10","MEDICAL CENTER","","Elevator between street and mezzanine","ELEVATOR"
"C01N02ELEVATOR","C01","METRO CENTER","","Elevator between upper platform to Shady Grove and lower platform for Blue/Orange Lines","ELEVATOR"
"C01N03ELEVATOR","C01","METRO CENTER","","Elevator between upper platform to Glenmont and lower platform for Blue/Orange Lines","ELEVATOR"
"D09X01ELEVATOR","D09","MINNESOTA AVENUE","","Elevator between street and mezzanine","ELEVATOR"
"D09X04ELEVATOR","D09","MINNESOTA AVENUE","","Garage Elevator","ELEVATOR"
"G04X02ELEVATOR","G04","MORGAN BLVD","","Elevator between mezzanine and platform","ELEVATOR"
"E01X01ELEVATOR","E01","MT. VERNON SQUARE/7TH STREET-CONVENTION CENTER","","Elevator between street and mezzanine","ELEVATOR"
"E01X02ELEVATOR","E01","MT. VERNON SQUARE/7TH STREET-CONVENTION CENTER","","Elevator between street and mezzanine","ELEVATOR"
"E01X04ELEVATOR","E01","MT. VERNON SQUARE/7TH STREET-CONVENTION CENTER","","Elevator between mezzanine and platform","ELEVATOR"
"E01X05ELEVATOR","E01","MT. VERNON SQUARE/7TH STREET-CONVENTION CENTER","","Elevator between mezzanine and platform","ELEVATOR"
"F05E01ELEVATOR","F05","NAVY YARD","Navy Yard Entrance","Elevator between street and mezzanine","ELEVATOR"
"F05E02ELEVATOR","F05","NAVY YARD","Navy Yard Entrance","Elevator between mezzanine and platform","ELEVATOR"
"F05W01ELEVATOR","F05","NAVY YARD","Navy Yard West Entrance","Elevator between street and mezzanine","ELEVATOR"
"F05W02ELEVATOR","F05","NAVY YARD","Navy Yard West Entrance","Elevator between mezzanine and platform","ELEVATOR"
"F09X01ELEVATOR","F09","NAYLOR ROAD","","Elevator between mezzanine and platform","ELEVATOR"
"D13X01ELEVATOR","D13","NEW CARROLLTON","","Elevator between mezzanine and platform","ELEVATOR"
"D13X02ELEVATOR","D13","NEW CARROLLTON","","Elevator between mezzanine and street at Route 450","ELEVATOR"
"D13X03ELEVATOR","D13","NEW CARROLLTON","","Garage elevator","ELEVATOR"
"D13X04ELEVATOR","D13","NEW CARROLLTON","","Garage elevator","ELEVATOR"
"D13X05ELEVATOR","D13","NEW CARROLLTON","","Garage elevator","ELEVATOR"
"B35N01ELEVATOR","B35","NEW YORK AVENUE","Florida Avenue Entrance","Elevator between platform and mezzanine","ELEVATOR"
"B35N02ELEVATOR","B35","NEW YORK AVENUE","Florida Avenue Entrance","Elevator between bike trail and mezzanine","ELEVATOR"
"C07E04ELEVATOR","C07","PENTAGON","","Elevator between the lower bus platform and the upper platform","ELEVATOR"
"C07N01ELEVATOR","C07","PENTAGON","","Elevator between the bus bay and the mezzanine","ELEVATOR"
"C07N03ELEVATOR","C07","PENTAGON","","Elevator between upper and lower platforms","ELEVATOR"
"C08X01ELEVATOR","C08","PENTAGON CITY","","Elevator between street and mezzanine on west side of Hayes street, at The Fashion Center","ELEVATOR"
"C08X02ELEVATOR","C08","PENTAGON CITY","","Elevator between mezzanine and platform to Mt. Vernon Sq/Largo Town Center","ELEVATOR"
"C08X03ELEVATOR","C08","PENTAGON CITY","","Elevator between mezzanine and platform to Huntington/Franconia-Springfield","ELEVATOR"
"D07X01ELEVATOR","D07","POTOMAC AVENUE","","Elevator between street and mezzanine","ELEVATOR"
"D07X02ELEVATOR","D07","POTOMAC AVENUE","","Elevator between mezzanine and platform","ELEVATOR"
"E08X01ELEVATOR","E08","PRINCE GEORGE'S PLAZA","","Elevator between mezzanine and platform to Branch Ave","ELEVATOR"
"E08X02ELEVATOR","E08","PRINCE GEORGE'S PLAZA","","Elevator between mezzanine and platform to Greenbelt","ELEVATOR"
"E08X03ELEVATOR","E08","PRINCE GEORGE'S PLAZA","","Elevator between mezzanine and parking garage","ELEVATOR"
"E08X04ELEVATOR","E08","PRINCE GEORGE'S PLAZA","","Elevator between mezzanine and parking garage","ELEVATOR"
"E08X05ELEVATOR","E08","PRINCE GEORGE'S PLAZA","","Elevator between mezzanine and parking garage","ELEVATOR"
"A14X01ELEVATOR","A14","ROCKVILLE","","Elevator between pedestrian bridge and mezzanine","ELEVATOR"
"A14X02ELEVATOR","A14","ROCKVILLE","","Elevator between pedestrian bridge and mezzanine","ELEVATOR"
"A14X03ELEVATOR","A14","ROCKVILLE","","Elevator between mezzanine and platform","ELEVATOR"
"C10S01ELEVATOR","C10","RONALD REAGAN WASHINGTON NATIONAL AIRPORT","South Entrance","Elevator between mezzanine and platform to Huntington/Franconia-Springfield","ELEVATOR"
"C10S02ELEVATOR","C10","RONALD REAGAN WASHINGTON NATIONAL AIRPORT","South Entrance","Elevator between mezzanine and platform to Mt.Vernon Sq/Largo Town Center","ELEVATOR"
"C05X01ELEVATOR","C05","ROSSLYN","","Elevator between skywalk, street, and upper platform","ELEVATOR"
"C05X02ELEVATOR","C05","ROSSLYN","","Elevator between upper platform and lower platform","ELEVATOR"
"A15X01ELEVATOR","A15","SHADY GROVE","","Elevator between east side parking/Kiss & Ride and mezzanine","ELEVATOR"
"A15X02ELEVATOR","A15","SHADY GROVE","","Elevator between mezzanine and platform","ELEVATOR"
"A15X03ELEVATOR","A15","SHADY GROVE","","Garage elevator","ELEVATOR"
"A15X04ELEVATOR","A15","SHADY GROVE","","Garage elevator","ELEVATOR"
"A15X05ELEVATOR","A15","SHADY GROVE","","Garage elevator","ELEVATOR"
"A15X06ELEVATOR","A15","SHADY GROVE","","Garage elevator","ELEVATOR"
"E02N02ELEVATOR","E02","SHAW-HOWARD U","7th and S St. N.W. Entrance","Elevator between mezzanine and platform","ELEVATOR"
"B08S01ELEVATOR","B08","SILVER SPRING","South Side/Bus Terminal Entrance","Elevator between mezzanine and platform","ELEVATOR"
"D02S01ELEVATOR","D02","SMITHSONIAN","Independence Avenue Entrance","Elevator between street, mezzanine, and platform to New Carrollton/Largo Town Center","ELEVATOR"
"D02S02ELEVATOR","D02","SMITHSONIAN","Independence Avenue Entrance","Elevator between mezzanine and platform to Vienna/Franconia-Springfield","ELEVATOR"
"F08X01ELEVATOR","F08","SOUTHERN AVENUE","","Elevator between mezzanine and garage","ELEVATOR"
"F08X02ELEVATOR","F08","SOUTHERN AVENUE","","Elevator between mezzanine and platform","ELEVATOR"
"D08S01ELEVATOR","D08","STADIUM-ARMORY","D.C. General Hospital Entrance","Elevator between street and mezzanine","ELEVATOR"
"D08S02ELEVATOR","D08","STADIUM-ARMORY","D.C. General Hospital Entrance","Elevator between mezzanine and platform","ELEVATOR"
"F10X01ELEVATOR","F10","SUITLAND","","Elevator between mezzanine and platform","ELEVATOR"
"F10X02ELEVATOR","F10","SUITLAND","","Elevator between mezzanine and pedestrian bridge","ELEVATOR"
"F10X03ELEVATOR","F10","SUITLAND","","Elevator between mezzanine and garage","ELEVATOR"
"B07X01ELEVATOR","B07","TAKOMA","","Elevator between mezzanine and platform","ELEVATOR"
"A13X01ELEVATOR","A13","TWINBROOK","","Elevator between mezzanine and platform","ELEVATOR"
"E03W01ELEVATOR","E03","U STREET/AFRICAN-AMERICAN CIVIL WAR MEMORIAL/CARDOZO","13th and U St Entrance","Elevator between street and mezzanine","ELEVATOR"
"B03N01ELEVATOR","B03","UNION STATION","1st Street, NW/Amtrak Station Entrance","Elevator between Amtrak station and mezzanine","ELEVATOR"
"B03N02ELEVATOR","B03","UNION STATION","1st Street, NW/Amtrak Station Entrance","Elevator between platform and mezzanine","ELEVATOR"
"J02X01ELEVATOR","J02","VAN DORN STREET","","Elevator between mezzanine and platform","ELEVATOR"
"A06X01ELEVATOR","A06","VAN NESS-UDC","","Elevator between street and mezzanine","ELEVATOR"
"A06X02ELEVATOR","A06","VAN NESS-UDC","","Elevator between mezzanine and platform","ELEVATOR"
"K08X01ELEVATOR","K08","VIENNA/FAIRFAX-GMU","","Elevator between mezzanine and platform","ELEVATOR"
"K08X02ELEVATOR","K08","VIENNA/FAIRFAX-GMU","","Garage","ELEVATOR"
"K08X03ELEVATOR","K08","VIENNA/FAIRFAX-GMU","","Garage","ELEVATOR"
"K08X04ELEVATOR","K08","VIENNA/FAIRFAX-GMU","","Garage","ELEVATOR"
"K03X01ELEVATOR","K03","VIRGINIA SQUARE-GMU","","Elevator between street and to mezzanine","ELEVATOR"
"K03X02ELEVATOR","K03","VIRGINIA SQUARE-GMU","","Elevator between mezzanine and platform to New Carrolton","ELEVATOR"
"K03X03ELEVATOR","K03","VIRGINIA SQUARE-GMU","","Elevator between mezzanine and platform to Vienna","ELEVATOR"
"F04X01ELEVATOR","F04","WATERFRONT-SEU","","Elevator between street and mezzanine, north side of M Street, S.W.","ELEVATOR"
"K06X01ELEVATOR","K06","WEST FALLS CHURCH-VT/UVA","","Elevator between mezzanine and platform to New Carrolton","ELEVATOR"
"K06X02ELEVATOR","K06","WEST FALLS CHURCH-VT/UVA","","Elevator between mezzanine and platform to Vienna","ELEVATOR"
"K06X03ELEVATOR","K06","WEST FALLS CHURCH-VT/UVA","","Elevator between north side bus terminal and mezzanine (Dulles Access Road entrance)","ELEVATOR"
"K06X04ELEVATOR","K06","WEST FALLS CHURCH-VT/UVA","","Garage elevator","ELEVATOR"
"K06X05ELEVATOR","K06","WEST FALLS CHURCH-VT/UVA","","Garage elevator","ELEVATOR"
"E07X01ELEVATOR","E07","WEST HYATTSVILLE","","Elevator between mezzanine and platform to Greenbelt","ELEVATOR"
"E07X02ELEVATOR","E07","WEST HYATTSVILLE","","Elevator between mezzanine and platform to Branch Ave","ELEVATOR"
"B10X02ELEVATOR","B10","WHEATON","","Garage elevator","ELEVATOR"
"B10X03ELEVATOR","B10","WHEATON","","Garage elevator","ELEVATOR"
"B10X04ELEVATOR","B10","WHEATON","","Garage elevator","ELEVATOR"
"A12X01ELEVATOR","A12","WHITE FLINT","","Elevator between mezzanine and platform","ELEVATOR"
"A12X02ELEVATOR","A12","WHITE FLINT","","Garage elevator","ELEVATOR"
"A12X03ELEVATOR","A12","WHITE FLINT","","Garage elevator","ELEVATOR"
"A04X02ELEVATOR","A04","WOODLEY PARK-ZOO/ADAMS MORGAN","","Elevator between mezzanine and platform","ELEVATOR"
"C09X01ELEVATOR","C09","CRYSTAL CITY","","Elevator between street and mezzanine","ELEVATOR"
"D09X03ELEVATOR","D09","MINNESOTA AVENUE","","Garage Elevator","ELEVATOR"
"B11X07ELEVATOR","B11","GLENMONT","","Garage elevator","ELEVATOR"
"B04X02ELEVATOR","B04","RHODE ISLAND AVENUE","","Garage elevator","ELEVATOR"
"D03W04ELEVATOR","D03","L'ENFANT PLAZA","9th & D St  (L'Enfant Plaza Entrance)","Elevator between mezzanine/upper platform to Branch Ave/Huntington and lower platform for Blue/Orange Lines","ELEVATOR"
"G04X01ELEVATOR","G04","MORGAN BLVD","","Elevator between mezzanine and platform","ELEVATOR"
"K02X03ELEVATOR","K02","CLARENDON","","Elevator between mezzanine and platform to New Carrolton","ELEVATOR"
"B10X05ELEVATOR","B10","WHEATON","","Garage elevator","ELEVATOR"
"C05W04ELEVATOR","C05","ROSSLYN","","Elevator between street, and upper platform","ELEVATOR"
"A13X03ELEVATOR","A13","TWINBROOK","","Garage elevator","ELEVATOR"
"A11X03ELEVATOR","A11","GROSVENOR-STRATHMORE","","Garage elevator","ELEVATOR"
"B04X03ELEVATOR","B04","RHODE ISLAND AVENUE","","Garage elevator","ELEVATOR"
"A13X02ELEVATOR","A13","TWINBROOK","","Garage elevator","ELEVATOR"
"C07E05ELEVATOR","C07","PENTAGON","","Elevator between the lower bus platform and the upper platform","ELEVATOR"
"E03W02ELEVATOR","E03","U STREET/AFRICAN-AMERICAN CIVIL WAR MEMORIAL/CARDOZO","13th and U St Entrance","Elevator between mezzanine and platform","ELEVATOR"
"N01X01ESCALATOR","N01","McLEAN","","Escalator - south entry pavilion","ESCALATOR"
"N01X04ESCALATOR","N01","McLean","","Escalator - between mezzanine to grade/street","ESCALATOR"
"N04X06ELEVATOR","N04","Spring Hill","","Elevator between mezzanine and platform","ELEVATOR"
"N04X01ESCALATOR","N04","Spring Hill","","Escalator - north entry pavilion","ESCALATOR"
"N04X02ESCALATOR","N04","Spring Hill","","Escalator - north entry pavilion","ESCALATOR"
"N01X03ESCALATOR","N01","McLean","","Escalator - between mezzanine to grade/street","ESCALATOR"
"N04X04ESCALATOR","N04","Spring Hill","","Escalator - south entry pavilion","ESCALATOR"
"N03X04ESCALATOR","N03","Greensboro","","Escalator - south entry pavilion","ESCALATOR"
"N03X06ESCALATOR","N03","Greensboro","","Escalator - between mezzanine and platform","ESCALATOR"
"N02X01ELEVATOR","N02","Tysons Corner","","Elevator - south entry pavilion","ELEVATOR"
"N02X02ELEVATOR","N02","Tysons Corner","","Elevator - south entry pavilion","ELEVATOR"
"N04X04ELEVATOR","N04","Spring Hill","","Elevator - south entry pavilion","ELEVATOR"
"N06X03ELEVATOR","N06","Wiehle-Reston East","","Elevator between mezzanine and platform","ELEVATOR"
"N06X04ELEVATOR","N06","Wiehle-Reston East","","Elevator between mezzanine and platform","ELEVATOR"
"N04X01ELEVATOR","N04","Spring Hill","","Elevator - north entry pavilion","ELEVATOR"
"N04X03ELEVATOR","N04","Spring Hill","","Elevator - south entry pavilion","ELEVATOR"
"N02X03ELEVATOR","N02","Tysons Corner","","Elevator between mezzanine to grade/street","ELEVATOR"
"N02X04ELEVATOR","N02","Tysons Corner","","Elevator between mezzanine to grade/street","ELEVATOR"
"N02X02ESCALATOR","N02","Tysons Corner","","Escalator - south entry pavilion","ESCALATOR"
"N02X03ESCALATOR","N02","Tysons Corner","","Escalator - between intermidiat level to grade/street","ESCALATOR"
"N02X04ESCALATOR","N02","Tysons Corner","","Escalator - between intermidiat level to grade/street","ESCALATOR"
"N01X06ELEVATOR","N01","McLean","","Elevator between mezzanine and platform","ELEVATOR"
"N06X03ESCALATOR","N06","Wiehle-Reston East","","Escalator - between mezzanine and platform","ESCALATOR"
"N01X03ELEVATOR","N01","McLean","","Elevator between mezzanine to grade/street","ELEVATOR"
"N01X05ESCALATOR","N01","McLean","","Escalator - between mezzanine and platform","ESCALATOR"
"N03X03ELEVATOR","N03","Greensboro","","Elevator - south entry pavilion","ELEVATOR"
"N02X07ESCALATOR","N02","Tysons Corner","","Escalator - between mezzanine and platform","ESCALATOR"
"N02X08ESCALATOR","N02","Tysons Corner","","Escalator - between mezzanine and platform","ESCALATOR"
"N02X05ESCALATOR","N02","Tysons Corner","","Escalator - between mezzanine and intermidiat level","ESCALATOR"
"N02X06ESCALATOR","N02","Tysons Corner","","Escalator - between mezzanine and intermidiat level","ESCALATOR"
"N03X02ESCALATOR","N03","Greensboro","","Escalator - north entry pavilion","ESCALATOR"
"N03X05ESCALATOR","N03","Greensboro","","Escalator - between mezzanine and platform","ESCALATOR"
"N01X02ESCALATOR","N01","McLean","","Escalator - south entry pavilion","ESCALATOR"
"N04X02ELEVATOR","N04","Spring Hill","","Elevator - north entry pavilion","ELEVATOR"
"N06X01ESCALATOR","N06","Wiehle-Reston East","","Escalator - south entry pavilion","ESCALATOR"
"N06X02ESCALATOR","N06","Wiehle-Reston East","","Escalator - south entry pavilion","ESCALATOR"
"N04X05ESCALATOR","N04","Spring Hill","","Escalator - between mezzanine and platform","ESCALATOR"
"N04X06ESCALATOR","N04","Spring Hill","","Escalator - between mezzanine and platform","ESCALATOR"
"N06X04ESCALATOR","N06","Wiehle-Reston East","","Escalator - between mezzanine and platform","ESCALATOR"
"N02X06ELEVATOR","N02","Tysons Corner","","Elevator between mezzanine and platform","ELEVATOR"
"N02X05ELEVATOR","N02","Tysons Corner","","Elevator between mezzanine and platform","ELEVATOR"
"N01X06ESCALATOR","N01","McLean","","Escalator - between mezzanine and platform","ESCALATOR"
"N01X01ELEVATOR","N01","McLean","","Elevator - south entry pavilion","ELEVATOR"
"N01X02ELEVATOR","N01","McLean","","Elevator - south entry pavilion","ELEVATOR"
"N01X04ELEVATOR","N01","McLean","","Elevator between mezzanine to grade/street","ELEVATOR"
"N02X01ESCALATOR","N02","Tysons Corner","","Escalator - south entry pavilion","ESCALATOR"
"N03X02ELEVATOR","N03","Greensboro","","Elevator - north entry pavilion","ELEVATOR"
"C06X07ESCALATOR","C06","ARLINGTON CEMETERY","","Escalator between mezzanine and platform to Largo Town Center","ESCALATOR"
"G02X01ESCALATOR","G02","CAPITOL HEIGHTS","","Escalator between street and mezzanine","ESCALATOR"
"G02X03ESCALATOR","G02","CAPITOL HEIGHTS","","Escalator between street and mezzanine","ESCALATOR"
"D11X02ESCALATOR","D11","CHEVERLY","","Escalator between street and mezzanine","ESCALATOR"
"K02X02ESCALATOR","K02","CLARENDON","","Escalator between street and middle landing/tunnel","ESCALATOR"
"A05X01ESCALATOR","A05","CLEVELAND PARK","","Escalator between street and middle landing on east side of Connecticut Ave","ESCALATOR"
"A05X02ESCALATOR","A05","CLEVELAND PARK","","Escalator between street and middle landing on west side of Connecticut Ave","ESCALATOR"
"A05X05ESCALATOR","A05","CLEVELAND PARK","","Escalator between mezzanine and middle landing","ESCALATOR"
"E09X02ESCALATOR","E09","COLLEGE PARK-U of MD","","Escalator between street and mezzanine on east side of station at Kiss & Ride","ESCALATOR"
"E04X01ESCALATOR","E04","COLUMBIA HEIGHTS","","Escalator between street and mezzanine, 14th Street Southbound Entrance","ESCALATOR"
"E04X02ESCALATOR","E04","COLUMBIA HEIGHTS","","Escalator between street and mezzanine, 14th Street Southbound Entrance","ESCALATOR"
"E04X03ESCALATOR","E04","COLUMBIA HEIGHTS","","Escalator between street and mezzanine, 14th Street Southbound Entrance","ESCALATOR"
"E04X04ESCALATOR","E04","COLUMBIA HEIGHTS","","Escalator between street and mezzanine, 14th Street Northbound Entrance","ESCALATOR"
"F07X03ESCALATOR","F07","CONGRESS HEIGHTS","","Escalator between mezzanine and platform","ESCALATOR"
"F07X04ESCALATOR","F07","CONGRESS HEIGHTS","","Escalator between mezzanine and Alabama Avenue","ESCALATOR"
"D10X02ESCALATOR","D10","DEANWOOD","","Escalator between street and mezzanine","ESCALATOR"
"A03N01ESCALATOR","A03","DUPONT CIRCLE","Q Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"A03N05ESCALATOR","A03","DUPONT CIRCLE","Q Street Entrance","Escalator between mezzanine and platform to Shady Grove","ESCALATOR"
"A03N06ESCALATOR","A03","DUPONT CIRCLE","Q Street Entrance","Escalator between mezzanine and platform to Glenmont","ESCALATOR"
"A03N07ESCALATOR","A03","DUPONT CIRCLE","Q Street Entrance","Escalator between mezzanine and platform to Glenmont","ESCALATOR"
"A03S03ESCALATOR","A03","DUPONT CIRCLE","South/DuPont Circle Entrance","Escalator between street and mezzanine","ESCALATOR"
"A03S04ESCALATOR","A03","DUPONT CIRCLE","South/DuPont Circle Entrance","Escalator between mezzanine and platform to Glenmont","ESCALATOR"
"A03S06ESCALATOR","A03","DUPONT CIRCLE","South/DuPont Circle Entrance","Escalator between mezzanine and platform to Shady Grove","ESCALATOR"
"A03S07ESCALATOR","A03","DUPONT CIRCLE","South/DuPont Circle Entrance","Escalator between mezzanine and platform to Shady Grove","ESCALATOR"
"D06X01ESCALATOR","D06","EASTERN MARKET","","Escalator between street and mezzanine","ESCALATOR"
"D06X02ESCALATOR","D06","EASTERN MARKET","","Escalator between street and mezzanine","ESCALATOR"
"D06X03ESCALATOR","D06","EASTERN MARKET","","Escalator between street and mezzanine","ESCALATOR"
"D06X05ESCALATOR","D06","EASTERN MARKET","","Escalator between mezzanine and platform","ESCALATOR"
"A02S04ESCALATOR","A02","FARRAGUT NORTH","K Street Entrance","Escalator between mezzanine and platform","ESCALATOR"
"A02S05ESCALATOR","A02","FARRAGUT NORTH","K Street Entrance","Escalator between mezzanine and platform","ESCALATOR"
"A02E03ESCALATOR","A02","FARRAGUT NORTH","L Street Entrance, East of Connecticut, north side L Street","Escalator between street and mezzanine","ESCALATOR"
"A02E05ESCALATOR","A02","FARRAGUT NORTH","L Street Entrance, East of Connecticut, north side L Street","Escalator between mezzanine and platform","ESCALATOR"
"A02E06ESCALATOR","A02","FARRAGUT NORTH","L Street Entrance, East of Connecticut, north side L Street","Escalator between mezzanine and platform","ESCALATOR"
"C03E03ESCALATOR","C03","FARRAGUT WEST","17th Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"C03W03ESCALATOR","C03","FARRAGUT WEST","18th Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"D04X03ESCALATOR","D04","FEDERAL CENTER SW","","Escalator between street and mezzanine","ESCALATOR"
"D04X05ESCALATOR","D04","FEDERAL CENTER SW","","Escalator between mezzanine and platform","ESCALATOR"
"D01X09ESCALATOR","D01","FEDERAL TRIANGLE","","Escalator between mezzanine and platform","ESCALATOR"
"C04X01ESCALATOR","C04","FOGGY BOTTOM-GWU","","Escalator between street and mezzanine","ESCALATOR"
"C04X02ESCALATOR","C04","FOGGY BOTTOM-GWU","","Escalator between street and mezzanine","ESCALATOR"
