unit_id,station_code,station_name,station_desc,esc_desc,unit_type
"C04X03ESCALATOR","C04","FOGGY BOTTOM-GWU","","Escalator between street and mezzanine","ESCALATOR"
"C04X04ESCALATOR","C04","FOGGY BOTTOM-GWU","","Escalator between mezzanine and platform","ESCALATOR"
"C04X05ESCALATOR","C04","FOGGY BOTTOM-GWU","","Escalator between mezzanine and platform","ESCALATOR"
"C04X06ESCALATOR","C04","FOGGY BOTTOM-GWU","","Escalator between mezzanine and platform","ESCALATOR"
"B06X01ESCALATOR","B06","FORT TOTTEN","","Escalator between mezzanine and upper platform for Red Line","ESCALATOR"
"B06X02ESCALATOR","B06","FORT TOTTEN","","Escalator between mezzanine and upper platform for Red Line","ESCALATOR"
"B06X04ESCALATOR","B06","FORT TOTTEN","","Escalator between mezzanine and upper platform for Red Line","ESCALATOR"
"E06X05ESCALATOR","E06","FORT TOTTEN","","Escalator between mezzanine and lower platform for Green Line","ESCALATOR"
"E06X06ESCALATOR","E06","FORT TOTTEN","","Escalator between mezzanine and lower platform for Green Line","ESCALATOR"
"J03X02ESCALATOR","J03","FRANCONIA-SPRINGFIELD","","Escalator between ground and pedestrian bridge","ESCALATOR"
"J03X04ESCALATOR","J03","FRANCONIA-SPRINGFIELD","","Escalator between mezzanine and platform","ESCALATOR"
"A08N02ESCALATOR","A08","FRIENDSHIP HEIGHTS","Western Avenue Entrance","Escalator between bus terminal and middle landing","ESCALATOR"
"A08N03ESCALATOR","A08","FRIENDSHIP HEIGHTS","Western Avenue Entrance","Escalator between middle landing and mezzanine","ESCALATOR"
"A08N04ESCALATOR","A08","FRIENDSHIP HEIGHTS","Western Avenue Entrance","Escalator between middle landing and mezzanine","ESCALATOR"
"A08N05ESCALATOR","A08","FRIENDSHIP HEIGHTS","Western Avenue Entrance","Escalator between middle landing and mezzanine","ESCALATOR"
"B01E01ESCALATOR","B01","GALLERY PLACE-CHINATOWN","7th and G Street/Arena Entrance","Escalator between street and mezzanine","ESCALATOR"
"B01E02ESCALATOR","B01","GALLERY PLACE-CHINATOWN","7th and G Street/Arena Entrance","Escalator between street and mezzanine","ESCALATOR"
"F01N01ESCALATOR","F01","GALLERY PLACE-CHINATOWN","7th and H Street/Chinatown Entrance","Escalator between street and middle landing","ESCALATOR"
"F01N02ESCALATOR","F01","GALLERY PLACE-CHINATOWN","7th and H Street/Chinatown Entrance","Escalator between street and middle landing","ESCALATOR"
"F01N03ESCALATOR","F01","GALLERY PLACE-CHINATOWN","7th and H Street/Chinatown Entrance","Escalator between street and middle landing","ESCALATOR"
"F01N04ESCALATOR","F01","GALLERY PLACE-CHINATOWN","7th and H Street/Chinatown Entrance","Escalator between middle landing and mezzanine","ESCALATOR"
"F01N06ESCALATOR","F01","GALLERY PLACE-CHINATOWN","7th and H Street/Chinatown Entrance","Escalator between middle landing and mezzanine","ESCALATOR"
"F01N08ESCALATOR","F01","GALLERY PLACE-CHINATOWN","7th and H Street/Chinatown Entrance","Escalator between upper platform to Shady Grove and the lower platform for Yellow/Green Line","ESCALATOR"
"F01N11ESCALATOR","F01","GALLERY PLACE-CHINATOWN","7th and H Street/Chinatown Entrance","Escalator between upper platform to Shady Grove and the lower platform for Yellow/Green Line","ESCALATOR"
"B01W01ESCALATOR","B01","GALLERY PLACE-CHINATOWN","9th and G Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"B01W02ESCALATOR","B01","GALLERY PLACE-CHINATOWN","9th and G Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"E05X01ESCALATOR","E05","GEORGIA AVENUE-PETWORTH","","Escalator between street and mezzanine, west side Georgia Ave/bus stop","ESCALATOR"
"E05X03ESCALATOR","E05","GEORGIA AVENUE-PETWORTH","","Escalator between street and mezzanine, west side Georgia Ave/bus stop","ESCALATOR"
"E05X04ESCALATOR","E05","GEORGIA AVENUE-PETWORTH","","Escalator between street and mezzanine, west side at New Hampshire & Georgia Ave.","ESCALATOR"
"E05X05ESCALATOR","E05","GEORGIA AVENUE-PETWORTH","","Escalator between street and mezzanine, west side at New Hampshire & Georgia Ave.","ESCALATOR"
"B11X01ESCALATOR","B11","GLENMONT","","Escalator between street and mezzanine, east side of station at bus bay/Kiss & Ride","ESCALATOR"
"B11X04ESCALATOR","B11","GLENMONT","","Escalator between street and mezzanine, west side of station at Kiss & Ride","ESCALATOR"
"B11X05ESCALATOR","B11","GLENMONT","","Escalator between street and mezzanine, west side of station at Kiss & Ride","ESCALATOR"
"E10X01ESCALATOR","E10","GREENBELT","","Escalator between mezzanine and platform","ESCALATOR"
"E10X02ESCALATOR","E10","GREENBELT","","Escalator between mezzanine and platform","ESCALATOR"
"C15N05ESCALATOR","C15","HUNTINGTON","Huntington Ave. Entrance","Escalator between mezzanine and platform","ESCALATOR"
"C15S01ESCALATOR","C15","HUNTINGTON","North Kings Hwy Entrance","Escalator to station entrance","ESCALATOR"
"C15S02ESCALATOR","C15","HUNTINGTON","North Kings Hwy Entrance","Escalator between mezzanine and platform","ESCALATOR"
"C15S03ESCALATOR","C15","HUNTINGTON","North Kings Hwy Entrance","Escalator between mezzanine and platform","ESCALATOR"
"C15S04ESCALATOR","C15","HUNTINGTON","North Kings Hwy Entrance","Escalator between mezzanine and platform","ESCALATOR"
"B02S03ESCALATOR","B02","JUDICIARY SQUARE","4th St/Courthouse Entrance","Escalator between street and mezzanine","ESCALATOR"
"B02N01ESCALATOR","B02","JUDICIARY SQUARE","Building Museum Entrance","Escalator between street and mezzanine","ESCALATOR"
"B02N03ESCALATOR","B02","JUDICIARY SQUARE","Building Museum Entrance","Escalator between street and mezzanine","ESCALATOR"
"B02N06ESCALATOR","B02","JUDICIARY SQUARE","Building Museum Entrance","Escalator between mezzanine and platform to Shady Grove","ESCALATOR"
"C13S01ESCALATOR","C13","KING STREET","","Escalator between mezzanine and platform","ESCALATOR"
"C13S02ESCALATOR","C13","KING STREET","","Escalator between mezzanine and platform","ESCALATOR"
"D03E03ESCALATOR","D03","L'ENFANT PLAZA","7th & D St (USDOT Entrance)","Escalator between street and mezzanine","ESCALATOR"
"D03E07ESCALATOR","D03","L'ENFANT PLAZA","7th & D St (USDOT Entrance)","Escalator between mezzanine and platform to Blue/Orange Line (escalator closer to Yellow/Green platform)","ESCALATOR"
"F03N01ESCALATOR","F03","L'ENFANT PLAZA","7th St/Maryland Ave./Smithsonian Museums Entrance/VRE trains","Escalator between street and mezzanine","ESCALATOR"
"F03N02ESCALATOR","F03","L'ENFANT PLAZA","7th St/Maryland Ave./Smithsonian Museums Entrance/VRE trains","Escalator between street and mezzanine","ESCALATOR"
"F03N03ESCALATOR","F03","L'ENFANT PLAZA","7th St/Maryland Ave./Smithsonian Museums Entrance/VRE trains","Escalator between street and mezzanine","ESCALATOR"
"D03W03ESCALATOR","D03","L'ENFANT PLAZA","9th & D St  (L'Enfant Plaza Entrance)","Escalator between street and mezzanine","ESCALATOR"
"D03W04ESCALATOR","D03","L'ENFANT PLAZA","9th & D St  (L'Enfant Plaza Entrance)","Escalator between mezzanine and lower platform for Blue/Orange Line (escalator closer to station entrance)","ESCALATOR"
"D03W06ESCALATOR","D03","L'ENFANT PLAZA","9th & D St  (L'Enfant Plaza Entrance)","Escalator between mezzanine and lower platform for Blue/Orange Line (escalator closer to station entrance)","ESCALATOR"
"D03W07ESCALATOR","D03","L'ENFANT PLAZA","9th & D St  (L'Enfant Plaza Entrance)","Escalator between mezzanine and lower platform for Blue/Orange Line (escalator closer to Yellow/Green platform)","ESCALATOR"
"D03W08ESCALATOR","D03","L'ENFANT PLAZA","9th & D St  (L'Enfant Plaza Entrance)","Escalator between mezzanine and lower platform for Blue/Orange Line (escalator closer to Yellow/Green platform)","ESCALATOR"
"D03W09ESCALATOR","D03","L'ENFANT PLAZA","9th & D St  (L'Enfant Plaza Entrance)","Escalator between mezzanine and lower platform for Blue/Orange Line (escalator closer to Yellow/Green platform)","ESCALATOR"
"D12X01ESCALATOR","D12","LANDOVER","","Escalator between mezzanine and platform","ESCALATOR"
"C02E02ESCALATOR","C02","MCPHERSON SQUARE","Franklin Square/14th St. Entrance","Escalator between street and mezzanine","ESCALATOR"
"C02E03ESCALATOR","C02","MCPHERSON SQUARE","Franklin Square/14th St. Entrance","Escalator between street and mezzanine","ESCALATOR"
"C02W01ESCALATOR","C02","MCPHERSON SQUARE","Vermont Ave./Veterans Administration Entrance","Escalator between street and mezzanine","ESCALATOR"
"C02W02ESCALATOR","C02","MCPHERSON SQUARE","Vermont Ave./Veterans Administration Entrance","Escalator between street and mezzanine","ESCALATOR"
"C02W03ESCALATOR","C02","MCPHERSON SQUARE","Vermont Ave./Veterans Administration Entrance","Escalator between street and mezzanine","ESCALATOR"
"C02W07ESCALATOR","C02","MCPHERSON SQUARE","Vermont Ave./Veterans Administration Entrance","Escalator between mezzanine and platform to New Carrollton/Largo Town Center","ESCALATOR"
"A10X01ESCALATOR","A10","MEDICAL CENTER","","Escalator between street and mezzanine","ESCALATOR"
"A10X02ESCALATOR","A10","MEDICAL CENTER","","Escalator between street and mezzanine","ESCALATOR"
"A10X03ESCALATOR","A10","MEDICAL CENTER","","Escalator between street and mezzanine","ESCALATOR"
"C01S01ESCALATOR","C01","METRO CENTER","F and 12th St Entrance","Escalator between street and mezzanine","ESCALATOR"
"C01S02ESCALATOR","C01","METRO CENTER","F and 12th St Entrance","Escalator between street and mezzanine","ESCALATOR"
"C01S03ESCALATOR","C01","METRO CENTER","F and 12th St Entrance","Escalator between street and mezzanine","ESCALATOR"
"C01S06ESCALATOR","C01","METRO CENTER","F and 12th St Entrance","Escalator between upper platform and lower platform to Blue/Orange Lines","ESCALATOR"
"A01E03ESCALATOR","A01","METRO CENTER","G and 11th St Entrance","Escalator between street and mezzanine","ESCALATOR"
"A01E04ESCALATOR","A01","METRO CENTER","G and 11th St Entrance","Escalator between mezzanine and platform to Glenmont","ESCALATOR"
"A01E05ESCALATOR","A01","METRO CENTER","G and 11th St Entrance","Escalator between mezzanine and platform to Glenmont","ESCALATOR"
"A01E07ESCALATOR","A01","METRO CENTER","G and 11th St Entrance","Escalator between mezzanine and platform to Shady Grove","ESCALATOR"
"C01N01ESCALATOR","C01","METRO CENTER","G and 12th St Entrance","Escalator between street and mezzanine","ESCALATOR"
"C01N02ESCALATOR","C01","METRO CENTER","G and 12th St Entrance","Escalator between street and mezzanine","ESCALATOR"
"C01N03ESCALATOR","C01","METRO CENTER","G and 12th St Entrance","Escalator between upper and lower platforms","ESCALATOR"
"C01N05ESCALATOR","C01","METRO CENTER","G and 12th St Entrance","Escalator between upper and lower platforms","ESCALATOR"
"A01W01ESCALATOR","A01","METRO CENTER","G and 13th St Entrance","Escalator between street and mezzanine","ESCALATOR"
"A01W02ESCALATOR","A01","METRO CENTER","G and 13th St Entrance","Escalator between street and mezzanine","ESCALATOR"
"A01W03ESCALATOR","A01","METRO CENTER","G and 13th St Entrance","Escalator between street and mezzanine","ESCALATOR"
"D09X01ESCALATOR","D09","MINNESOTA AVENUE","","Escalator between street and mezzanine","ESCALATOR"
"D09X02ESCALATOR","D09","MINNESOTA AVENUE","","Escalator between street and mezzanine","ESCALATOR"
"D09X03ESCALATOR","D09","MINNESOTA AVENUE","","Escalator between mezzanine and platform","ESCALATOR"
"D09X04ESCALATOR","D09","MINNESOTA AVENUE","","Escalator between mezzanine and platform","ESCALATOR"
"G04X01ESCALATOR","G04","MORGAN BLVD","","Escalator between mezzanine and platform","ESCALATOR"
"E01X01ESCALATOR","E01","MT. VERNON SQUARE/7TH STREET-CONVENTION CENTER","","Escalator between street and mezzanine","ESCALATOR"
"E01X02ESCALATOR","E01","MT. VERNON SQUARE/7TH STREET-CONVENTION CENTER","","Escalator between street and mezzanine","ESCALATOR"
"E01X03ESCALATOR","E01","MT. VERNON SQUARE/7TH STREET-CONVENTION CENTER","","Escalator between street and mezzanine","ESCALATOR"
"E01X04ESCALATOR","E01","MT. VERNON SQUARE/7TH STREET-CONVENTION CENTER","","Escalator between street and mezzanine","ESCALATOR"
"E01X05ESCALATOR","E01","MT. VERNON SQUARE/7TH STREET-CONVENTION CENTER","","Escalator between mezzanine and platform","ESCALATOR"
"E01X06ESCALATOR","E01","MT. VERNON SQUARE/7TH STREET-CONVENTION CENTER","","Escalator between mezzanine and platform","ESCALATOR"
"F05W01ESCALATOR","F05","NAVY YARD","Half Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"F05W02ESCALATOR","F05","NAVY YARD","Half Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"F05W03ESCALATOR","F05","NAVY YARD","Half Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"F05W04ESCALATOR","F05","NAVY YARD","Half Street Entrance","Escalator between mezzanine and platform","ESCALATOR"
"F05W05ESCALATOR","F05","NAVY YARD","Half Street Entrance","Escalator between mezzanine and platform","ESCALATOR"
"F05E01ESCALATOR","F05","NAVY YARD","Navy Yard Entrance","Escalator between street and mezzanine","ESCALATOR"
"F05E02ESCALATOR","F05","NAVY YARD","Navy Yard Entrance","Escalator between street and mezzanine","ESCALATOR"
"F05E03ESCALATOR","F05","NAVY YARD","Navy Yard Entrance","Escalator between street and mezzanine","ESCALATOR"
"F05E04ESCALATOR","F05","NAVY YARD","Navy Yard Entrance","Escalator between mezzanine and platform","ESCALATOR"
"F09X01ESCALATOR","F09","NAYLOR ROAD","","Escalator between mezzanine and platform","ESCALATOR"
"F09X02ESCALATOR","F09","NAYLOR ROAD","","Escalator between mezzanine and platform","ESCALATOR"
"D13X01ESCALATOR","D13","NEW CARROLLTON","","Escalator between mezzanine and platform","ESCALATOR"
"B35N01ESCALATOR","B35","NEW YORK AVENUE","Florida Avenue Entrance","Escalator between platform and mezzanine","ESCALATOR"
"B35N02ESCALATOR","B35","NEW YORK AVENUE","Florida Avenue Entrance","Escalator between platform and mezzanine","ESCALATOR"
"B35S01ESCALATOR","B35","NEW YORK AVENUE","M Street Entrance","Escalator between platform and mezzanine","ESCALATOR"
"B35S02ESCALATOR","B35","NEW YORK AVENUE","M Street Entrance","Escalator between platform and mezzanine","ESCALATOR"
"C07S07ESCALATOR","C07","PENTAGON","","Escalator at south end of bus bay (closer to Pentagon City)","ESCALATOR"
"C07S08ESCALATOR","C07","PENTAGON","","Escalator at south end of bus bay (closer to Pentagon City)","ESCALATOR"
"C08X05ESCALATOR","C08","PENTAGON CITY","","Escalator between mezzanine and platform to Huntington/Franconia-Springfield","ESCALATOR"
"D07X01ESCALATOR","D07","POTOMAC AVENUE","","Escalator between street and mezzanine","ESCALATOR"
"D07X02ESCALATOR","D07","POTOMAC AVENUE","","Escalator between street and mezzanine","ESCALATOR"
"D07X03ESCALATOR","D07","POTOMAC AVENUE","","Escalator between street and mezzanine","ESCALATOR"
"D07X04ESCALATOR","D07","POTOMAC AVENUE","","Escalator between mezzanine and platform","ESCALATOR"
"D07X05ESCALATOR","D07","POTOMAC AVENUE","","Escalator between mezzanine and platform","ESCALATOR"
"E08X02ESCALATOR","E08","PRINCE GEORGE'S PLAZA","","Escalator between mezzanine and platform to Branch Ave","ESCALATOR"
"E08X04ESCALATOR","E08","PRINCE GEORGE'S PLAZA","","Escalator between mezzanine and platform Greenbelt","ESCALATOR"
"B04X01ESCALATOR","B04","RHODE ISLAND AVENUE","","Escalator between mezzanine and platform","ESCALATOR"
"B04X02ESCALATOR","B04","RHODE ISLAND AVENUE","","Escalator between mezzanine and platform","ESCALATOR"
"A14X01ESCALATOR","A14","ROCKVILLE","","Escalator between mezzanine and platform","ESCALATOR"
"A14X02ESCALATOR","A14","ROCKVILLE","","Escalator between mezzanine and platform","ESCALATOR"
"C10N04ESCALATOR","C10","RONALD REAGAN WASHINGTON NATIONAL AIRPORT","North Entrance","Escalator between mezzanine and platform to Huntington/Franconia-Springfield","ESCALATOR"
"C10S01ESCALATOR","C10","RONALD REAGAN WASHINGTON NATIONAL AIRPORT","South Entrance","Escalator between mezzanine and platform to Huntington/Franconia-Springfield","ESCALATOR"
"C10S02ESCALATOR","C10","RONALD REAGAN WASHINGTON NATIONAL AIRPORT","South Entrance","Escalator between mezzanine and platform to Huntington/Franconia-Springfield","ESCALATOR"
"C05X01ESCALATOR","C05","ROSSLYN","","Escalator between mezzanine and upper platform","ESCALATOR"
"C05X03ESCALATOR","C05","ROSSLYN","","Escalator between mezzanine and upper platform","ESCALATOR"
"C05X04ESCALATOR","C05","ROSSLYN","","Escalator between mezzanine and upper platform","ESCALATOR"
"C05X06ESCALATOR","C05","ROSSLYN","","Escalator between upper platform and lower platform","ESCALATOR"
"C05X07ESCALATOR","C05","ROSSLYN","","Escalator between upper platform and lower platform","ESCALATOR"
"A15X01ESCALATOR","A15","SHADY GROVE","","Escalator between east side parking/Kiss & Ride and mezzanine","ESCALATOR"
"A15X02ESCALATOR","A15","SHADY GROVE","","Escalator between mezzanine and platform","ESCALATOR"
"A15X03ESCALATOR","A15","SHADY GROVE","","Escalator between mezzanine and platform","ESCALATOR"
"E02N01ESCALATOR","E02","SHAW-HOWARD U","7th and S St. N.W. Entrance","Escalator between street and mezzanine","ESCALATOR"
"E02N02ESCALATOR","E02","SHAW-HOWARD U","7th and S St. N.W. Entrance","Escalator between street and mezzanine","ESCALATOR"
"E02N04ESCALATOR","E02","SHAW-HOWARD U","7th and S St. N.W. Entrance","Escalator between mezzanine and platform","ESCALATOR"
"E02S01ESCALATOR","E02","SHAW-HOWARD U","8th and R St. N.W. Entrance","Escalator between street and mezzanine","ESCALATOR"
"E02S02ESCALATOR","E02","SHAW-HOWARD U","8th and R St. N.W. Entrance","Escalator between street and mezzanine","ESCALATOR"
"E02S03ESCALATOR","E02","SHAW-HOWARD U","8th and R St. N.W. Entrance","Escalator between mezzanine and platform","ESCALATOR"
"E02S04ESCALATOR","E02","SHAW-HOWARD U","8th and R St. N.W. Entrance","Escalator between mezzanine and platform","ESCALATOR"
"B08S01ESCALATOR","B08","SILVER SPRING","South Side/Bus Terminal Entrance","Escalator between mezzanine and platform","ESCALATOR"
"B08S02ESCALATOR","B08","SILVER SPRING","South Side/Bus Terminal Entrance","Escalator between mezzanine and platform","ESCALATOR"
"D02S01ESCALATOR","D02","SMITHSONIAN","Independence Avenue Entrance","Escalator between street mezzanine","ESCALATOR"
"D02S02ESCALATOR","D02","SMITHSONIAN","Independence Avenue Entrance","Escalator between street mezzanine","ESCALATOR"
"D02S03ESCALATOR","D02","SMITHSONIAN","Independence Avenue Entrance","Escalator between street mezzanine","ESCALATOR"
"D02S05ESCALATOR","D02","SMITHSONIAN","Independence Avenue Entrance","Escalator between mezzanine and platform to New Carrolton/Largo Town Center","ESCALATOR"
"D02S07ESCALATOR","D02","SMITHSONIAN","Independence Avenue Entrance","Escalator between mezzanine and platform to Vienna/Franconia-Springfield","ESCALATOR"
"D02N01ESCALATOR","D02","SMITHSONIAN","The Mall Entrance","Escalator between street and mezzanine","ESCALATOR"
"D02N02ESCALATOR","D02","SMITHSONIAN","The Mall Entrance","Escalator between street and mezzanine","ESCALATOR"
"D02N03ESCALATOR","D02","SMITHSONIAN","The Mall Entrance","Escalator between street and mezzanine","ESCALATOR"
"D02N04ESCALATOR","D02","SMITHSONIAN","The Mall Entrance","Escalator between mezzanine and platform to Vienna/Franconia-Springfield","ESCALATOR"
"D02N07ESCALATOR","D02","SMITHSONIAN","The Mall Entrance","Escalator between mezzanine and platform to New Carrolton/Largo Town Center","ESCALATOR"
"D08S01ESCALATOR","D08","STADIUM-ARMORY","D.C. General Hospital Entrance","Escalator between street and mezzanine","ESCALATOR"
"D08S02ESCALATOR","D08","STADIUM-ARMORY","D.C. General Hospital Entrance","Escalator between street and mezzanine","ESCALATOR"
"D08S03ESCALATOR","D08","STADIUM-ARMORY","D.C. General Hospital Entrance","Escalator between mezzanine and platform","ESCALATOR"
"D08N01ESCALATOR","D08","STADIUM-ARMORY","Stadium and Armory Entrance","Escalator between street and mezzanine","ESCALATOR"
"D08N02ESCALATOR","D08","STADIUM-ARMORY","Stadium and Armory Entrance","Escalator between street and mezzanine","ESCALATOR"
"D08N03ESCALATOR","D08","STADIUM-ARMORY","Stadium and Armory Entrance","Escalator between street and mezzanine","ESCALATOR"
"D08N05ESCALATOR","D08","STADIUM-ARMORY","Stadium and Armory Entrance","Escalator between mezzanine and platform","ESCALATOR"
"F10X02ESCALATOR","F10","SUITLAND","","Escalator between mezzanine and garage","ESCALATOR"
"A07X01ESCALATOR","A07","TENLEYTOWN-AU","","Escalator between street and middle landing, east side of Wisconsin Avenue","ESCALATOR"
"A07X02ESCALATOR","A07","TENLEYTOWN-AU","","Escalator between street and middle landing, east side of Wisconsin Avenue","ESCALATOR"
"A07X04ESCALATOR","A07","TENLEYTOWN-AU","","Escalator between street and middle landing, west side of Wisconsin Avenue","ESCALATOR"
"A07X05ESCALATOR","A07","TENLEYTOWN-AU","","Escalator between middle landing and mezzanine","ESCALATOR"
"A07X06ESCALATOR","A07","TENLEYTOWN-AU","","Escalator between middle landing and mezzanine","ESCALATOR"
"A07X07ESCALATOR","A07","TENLEYTOWN-AU","","Escalator between middle landing and mezzanine","ESCALATOR"
"E03W01ESCALATOR","E03","U STREET/AFRICAN-AMERICAN CIVIL WAR MEMORIAL/CARDOZO","13th and U St Entrance","Escalator between street and mezzanine","ESCALATOR"
"E03W02ESCALATOR","E03","U STREET/AFRICAN-AMERICAN CIVIL WAR MEMORIAL/CARDOZO","13th and U St Entrance","Escalator between street and mezzanine","ESCALATOR"
"E03W03ESCALATOR","E03","U STREET/AFRICAN-AMERICAN CIVIL WAR MEMORIAL/CARDOZO","13th and U St Entrance","Escalators between mezzanine and platform","ESCALATOR"
"E03W04ESCALATOR","E03","U STREET/AFRICAN-AMERICAN CIVIL WAR MEMORIAL/CARDOZO","13th and U St Entrance","Escalators between mezzanine and platform","ESCALATOR"
"E03E01ESCALATOR","E03","U STREET/AFRICAN-AMERICAN CIVIL WAR MEMORIAL/CARDOZO","Vermont Avenue Entrance","Escalator between street and mezzanine","ESCALATOR"
"N03X01ELEVATOR","N03","Greensboro","","Elevator - north entry pavilion","ELEVATOR"
"N01X05ELEVATOR","N01","McLean","","Elevator between mezzanine and platform","ELEVATOR"
"N04X05ELEVATOR","N04","Spring Hill","","Elevator between mezzanine and platform","ELEVATOR"
"N03X06ELEVATOR","N03","Greensboro","","Elevator between mezzanine and platform","ELEVATOR"
"N03X05ELEVATOR","N03","Greensboro","","Elevator between mezzanine and platform","ELEVATOR"
"N03X04ELEVATOR","N03","Greensboro","","Elevator - south entry pavilion","ELEVATOR"
"N06X02ELEVATOR","N06","Wiehle-Reston East","","Elevator - south entry pavilion","ELEVATOR"
"K04X09ESCALATOR","K04","BALLSTON-MU","","Escalator between mezzanine and platform to New Carrollton","ESCALATOR"
"C09X04ESCALATOR","C09","CRYSTAL CITY","","Escalator between middle landing and mezzanine","ESCALATOR"
"D10X04ESCALATOR","D10","DEANWOOD","","Escalator between mezzanine and platform","ESCALATOR"
"J03X01ESCALATOR","J03","FRANCONIA-SPRINGFIELD","","Escalator between ground and pedestrian bridge","ESCALATOR"
"J03X03ESCALATOR","J03","FRANCONIA-SPRINGFIELD","","Escalator between mezzanine and platform","ESCALATOR"
"J03X05ESCALATOR","J03","FRANCONIA-SPRINGFIELD","","Escalator between mezzanine and platform","ESCALATOR"
"A11X01ESCALATOR","A11","GROSVENOR-STRATHMORE","","Escalator between street and mezzanine (under Rockville Pike)","ESCALATOR"
"A01E01ESCALATOR","A01","METRO CENTER","G and 11th St Entrance","Escalator between street and mezzanine","ESCALATOR"
"C07S12ESCALATOR","C07","PENTAGON","","Escalator between upper and lower platforms","ESCALATOR"
"F06N01ESCALATOR","F06","ANACOSTIA","Kiss & Ride Entrance","Escalator between mezzanine and platform","ESCALATOR"
"F06N03ESCALATOR","F06","ANACOSTIA","Kiss & Ride Entrance","Escalator between mezzanine and platform","ESCALATOR"
"F02X01ESCALATOR","F02","ARCHIVES-Navy Memorial","","Escalator between street and mezzanine","ESCALATOR"
"F02X05ESCALATOR","F02","ARCHIVES-Navy Memorial","","Escalator between mezzanine and platform","ESCALATOR"
"C06X01ESCALATOR","C06","ARLINGTON CEMETERY","","Escalator between street and mezzanine north side of Memorial Drive","ESCALATOR"
"C06X02ESCALATOR","C06","ARLINGTON CEMETERY","","Escalator between street and mezzanine north side of Memorial Drive","ESCALATOR"
"K04X01ESCALATOR","K04","BALLSTON-MU","","Escalator between street and middle landing","ESCALATOR"
"K04X03ESCALATOR","K04","BALLSTON-MU","","Escalator between street and middle landing","ESCALATOR"
"G01X01ESCALATOR","G01","BENNING ROAD","","Escalator between street and mezzanine","ESCALATOR"
"A09X01ESCALATOR","A09","BETHESDA","","Escalator between street/food court and bus terminal","ESCALATOR"
"A09X06ESCALATOR","A09","BETHESDA","","Escalator between mezzanine and platform","ESCALATOR"
"C12X01ESCALATOR","C12","BRADDOCK ROAD","","Escalator between mezzanine and platform","ESCALATOR"
"C12X02ESCALATOR","C12","BRADDOCK ROAD","","Escalator between mezzanine and platform","ESCALATOR"
"F11X01ESCALATOR","F11","BRANCH AVENUE","","Escalator between mezzanine and platform","ESCALATOR"
"F11X02ESCALATOR","F11","BRANCH AVENUE","","Escalator between mezzanine and platform","ESCALATOR"
"B05X02ESCALATOR","B05","BROOKLAND-CUA","","Escalator between mezzanine and platform","ESCALATOR"
"K02X01ESCALATOR","K02","CLARENDON","","Escalator between street and middle landing/tunnel","ESCALATOR"
"E09X03ESCALATOR","E09","COLLEGE PARK-U of MD","","Escalator between mezzanine and platform","ESCALATOR"
"E09X04ESCALATOR","E09","COLLEGE PARK-U of MD","","Escalator between mezzanine and platform","ESCALATOR"
"F07X01ESCALATOR","F07","CONGRESS HEIGHTS","","Escalator between mezzanine and buses/parking","ESCALATOR"
"F07X05ESCALATOR","F07","CONGRESS HEIGHTS","","Escalator between mezzanine and Alabama Avenue","ESCALATOR"
"C09X06ESCALATOR","C09","CRYSTAL CITY","","Escalator between middle landing and mezzanine","ESCALATOR"
"A03S01ESCALATOR","A03","DUPONT CIRCLE","South/DuPont Circle Entrance","Escalator between street and mezzanine","ESCALATOR"
"C14X01ESCALATOR","C14","EISENHOWER AVENUE","","Escalator between mezzanine and platform to Mt. Vernon Sq","ESCALATOR"
"A02S03ESCALATOR","A02","FARRAGUT NORTH","K Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"E05X02ESCALATOR","E05","GEORGIA AVENUE-PETWORTH","","Escalator between street and mezzanine, west side Georgia Ave/bus stop","ESCALATOR"
"D01X02ESCALATOR","D01","FEDERAL TRIANGLE","","Escalator between street and middle landing","ESCALATOR"
"D04X02ESCALATOR","D04","FEDERAL CENTER SW","","Escalator between street and mezzanine","ESCALATOR"
"G01X04ESCALATOR","G01","BENNING ROAD","","Escalator between mezzanine and platform","ESCALATOR"
"K01X02ESCALATOR","K01","COURT HOUSE","","Escalator between street (Wilson Blvd) and middle landing/tunnel","ESCALATOR"
"C08X04ESCALATOR","C08","PENTAGON CITY","","Escalator between street and mezzanine on east side of Hayes street, at Pentagon Centre","ESCALATOR"
"A07X03ESCALATOR","A07","TENLEYTOWN-AU","","Escalator between street and middle landing, west side of Wisconsin Avenue","ESCALATOR"
"G01X05ESCALATOR","G01","BENNING ROAD","","Escalator between mezzanine and platform","ESCALATOR"
"A05X04ESCALATOR","A05","CLEVELAND PARK","","Escalator between mezzanine and middle landing","ESCALATOR"
"G03X02ESCALATOR","G03","ADDISON ROAD-SEAT PLEASANT","","Escalator between mezzanine and platform","ESCALATOR"
"A02E02ESCALATOR","A02","FARRAGUT NORTH","L Street Entrance, East of Connecticut, north side L Street","Escalator between street and mezzanine","ESCALATOR"
"E09X01ESCALATOR","E09","COLLEGE PARK-U of MD","","Escalator between street and mezzanine on west side of station at Post Office","ESCALATOR"
